# Gumbel-Zero joint training x search-shape sweep (plans/gumbel-mcts-results-5-violet-harbor.md). One row per checkpoint (404 total: 101 draws x 4 rungs).
# cvisit/cscale/m columns are RATING-time search shape only (the gaz(...) serving head). Training self-play never reads them: ml_gumbelzero.cpp calls
# gumbelSearch() directly and never touches g_gumbelCVisit/g_gumbelCScale/g_gumbelRootM, so every row's actual self-play search shape is the fixed engine
# default (cvisit=50, cscale=1.0, m=16), regardless of the swept cvisit/cscale/m values below.
# elo/games/cpu_ms_move/playstyle columns are from a PINNED screening fit against ranking/roster_screening_pool.txt (Docs/ranking-workflow.md Workflow A):
# screening only, not certification -- see the results doc's Caveats section before treating any single row's Elo as a reliable ranking.
# Wide pivot of D:\Downloads\Zeph\Board Games\Breakthrough\plans\gumbel-mcts-joint-sweep-agents-5-violet-harbor.tsv: one row per {block, seed}, rung values spread into columns.
# Columns constant across a group's rung values are not suffixed; columns that vary are '<col>_rung<value>'.
# Generated by tools/export_cohort_results.ps1.
block	seed	sims	lr	l2	replaycap	replaywarm	batch	open	cvisit	cscale	m	games	nodes_per_move	search_head_id	slot_rung100	slot_rung400	slot_rung1500	slot_rung4000	model_rung100	model_rung400	model_rung1500	model_rung4000	elo_rung100	elo_rung400	elo_rung1500	elo_rung4000	elo_pm_rung100	elo_pm_rung400	elo_pm_rung1500	elo_pm_rung4000	cpu_ms_move_rung100	cpu_ms_move_rung400	cpu_ms_move_rung1500	cpu_ms_move_rung4000	wl_as_white_rung100	wl_as_white_rung400	wl_as_white_rung1500	wl_as_white_rung4000	wl_as_black_rung100	wl_as_black_rung400	wl_as_black_rung1500	wl_as_black_rung4000	avg_plies_rung100	avg_plies_rung400	avg_plies_rung1500	avg_plies_rung4000	end_piece_margin_rung100	end_piece_margin_rung400	end_piece_margin_rung1500	end_piece_margin_rung4000	eff_elo_per_log2cpu_rung100	eff_elo_per_log2cpu_rung400	eff_elo_per_log2cpu_rung1500	eff_elo_per_log2cpu_rung4000	model_id_rung100	model_id_rung400	model_id_rung1500	model_id_rung4000	full_agent_id_rung100	full_agent_id_rung400	full_agent_id_rung1500	full_agent_id_rung4000
R70	8870	400	0.03	0.001	2000	32	8	8	1000	70	8	432	0	gaz(sims=400,cvisit=1000,cscale=70,m=8)@1	1278	1279	1280	1281	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1278.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1279.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1280.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1281.txt	489	537	485	406	25	24	25	28	1.403	1.190	1.313	1.327	41-175	45-171	43-173	31-185	50-166	60-156	47-169	40-176	45	41	44	46	-1.2	-0.7	-0.9	-0.7	47	53	47	39	learned(model=1278,354edaf4,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1279,bfb505a8,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1280,420a413e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1281,689647d6,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=70,m=8)@1.learned(model=1278,354edaf4,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=70,m=8)@1.learned(model=1279,bfb505a8,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=70,m=8)@1.learned(model=1280,420a413e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=70,m=8)@1.learned(model=1281,689647d6,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R71	8871	500	0.01	0.001	500	16	8	4	400	70	16	432	0	gaz(sims=500,cvisit=400,cscale=70)@1	1282	1283	1284	1285	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1282.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1283.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1284.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1285.txt	575	541	572	563	23	24	23	23	1.492	1.409	1.324	1.401	59-157	45-171	53-163	51-165	58-158	61-155	63-153	62-154	41	43	44	40	-0.6	-0.7	-0.8	-0.9	55	52	55	54	learned(model=1282,702678ef,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1283,1f0c1f7c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1284,bc6715dd,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1285,50c2234f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=70)@1.learned(model=1282,702678ef,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=70)@1.learned(model=1283,1f0c1f7c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=70)@1.learned(model=1284,bc6715dd,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=70)@1.learned(model=1285,50c2234f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R72	8872	500	0.01	0.001	2000	32	32	8	600	100	12	432	0	gaz(sims=500,cvisit=600,cscale=100,m=12)@1	1286	1287	1288	1289	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1286.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1287.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1288.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1289.txt	628	493	510	514	21	25	25	25	2.619	1.688	1.833	1.552	73-143	32-184	34-182	36-180	63-153	60-156	63-153	62-154	50	45	48	46	-0.4	-0.8	-0.8	-1.0	55	46	47	48	learned(model=1286,7a1ba98a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1287,e4f7c9c3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1288,15e71929,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1289,8a04885b,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=100,m=12)@1.learned(model=1286,7a1ba98a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=100,m=12)@1.learned(model=1287,e4f7c9c3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=100,m=12)@1.learned(model=1288,15e71929,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=100,m=12)@1.learned(model=1289,8a04885b,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R73	8873	500	0.003	0.001	2000	32	32	0	800	130	8	432	0	gaz(sims=500,cvisit=800,cscale=130,m=8)@1	1290	1291	1292	1293	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1290.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1291.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1292.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1293.txt	481	485	462	528	26	25	26	24	1.667	1.643	1.578	1.563	53-163	56-160	49-167	60-156	36-180	34-182	35-181	42-174	41	43	42	42	-1.2	-1.3	-1.2	-0.8	45	45	43	50	learned(model=1290,b183287a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1291,892c7ed3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1292,5d4d04a5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1293,ce58693b,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=800,cscale=130,m=8)@1.learned(model=1290,b183287a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=800,cscale=130,m=8)@1.learned(model=1291,892c7ed3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=800,cscale=130,m=8)@1.learned(model=1292,5d4d04a5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=800,cscale=130,m=8)@1.learned(model=1293,ce58693b,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R74	8874	300	0.003	0.001	500	16	8	0	400	130	20	432	0	gaz(sims=300,cvisit=400,cscale=130,m=20)@1	1294	1295	1296	1297	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1294.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1295.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1296.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1297.txt	521	458	510	402	24	26	25	28	0.876	0.905	0.835	0.909	51-165	39-177	43-173	23-193	49-167	44-172	54-162	47-169	43	42	40	43	-1.2	-1.4	-1.2	-1.2	53	47	53	41	learned(model=1294,b25ea1d5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1295,90c38aee,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1296,e01a8291,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1297,2eebf0f9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=20)@1.learned(model=1294,b25ea1d5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=20)@1.learned(model=1295,90c38aee,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=20)@1.learned(model=1296,e01a8291,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=20)@1.learned(model=1297,2eebf0f9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R75	8875	400	0.03	0.001	2000	32	128	0	400	130	8	432	0	gaz(sims=400,cvisit=400,cscale=130,m=8)@1	1298	1299	1300	1301	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1298.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1299.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1300.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1301.txt	446	528	493	493	27	24	25	25	1.389	1.212	1.297	1.209	33-183	45-171	35-181	43-173	47-169	57-159	57-159	49-167	44	44	41	42	-1.2	-0.8	-1.2	-1.1	43	51	48	48	learned(model=1298,521aaa7e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1299,48e7c66c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1300,eea6a9c1,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1301,427770e3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=130,m=8)@1.learned(model=1298,521aaa7e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=130,m=8)@1.learned(model=1299,48e7c66c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=130,m=8)@1.learned(model=1300,eea6a9c1,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=130,m=8)@1.learned(model=1301,427770e3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R76	8876	400	0.003	0.001	8000	128	32	4	600	70	16	432	0	gaz(sims=400,cvisit=600,cscale=70)@1	1302	1303	1304	1305	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1302.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1303.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1304.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1305.txt	420	612	581	547	28	22	23	24	1.753	1.017	1.158	1.127	42-174	80-136	64-152	66-150	32-184	50-166	55-161	42-174	48	43	41	42	-0.8	-0.7	-0.9	-0.9	39	61	57	54	learned(model=1302,8f7d76ab,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1303,0bbb7843,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1304,da6a7863,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1305,87fc558e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=70)@1.learned(model=1302,8f7d76ab,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=70)@1.learned(model=1303,0bbb7843,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=70)@1.learned(model=1304,da6a7863,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=70)@1.learned(model=1305,87fc558e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R77	8877	400	0.01	0	8000	128	8	0	600	130	8	432	0	gaz(sims=400,cvisit=600,cscale=130,m=8)@1	1306	1307	1308	1309	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1306.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1307.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1308.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1309.txt	507	641	649	769	25	21	21	19	2.314	1.340	1.407	1.548	45-171	67-149	76-140	93-123	51-165	74-142	68-148	104-112	50	47	51	49	-0.7	-0.6	-0.1	1.0	45	62	62	73	learned(model=1306,733282f5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1307,c66e480e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1308,f0c977e5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1309,dab6e71e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=130,m=8)@1.learned(model=1306,733282f5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=130,m=8)@1.learned(model=1307,c66e480e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=130,m=8)@1.learned(model=1308,f0c977e5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=130,m=8)@1.learned(model=1309,dab6e71e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R78	8878	500	0.01	0.0003	500	16	128	4	400	100	12	432	0	gaz(sims=500,cvisit=400,cscale=100,m=12)@1	1310	1311	1312	1313	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1310.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1311.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1312.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1313.txt	550	569	496	566	23	23	25	23	1.516	1.506	1.698	1.355	65-151	75-141	60-156	61-155	44-172	40-176	33-183	53-163	44	45	45	43	-0.9	-0.5	-0.7	-0.6	52	54	46	54	learned(model=1310,21f1acc3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1311,04397405,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1312,637597cf,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1313,a4a40261,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=12)@1.learned(model=1310,21f1acc3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=12)@1.learned(model=1311,04397405,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=12)@1.learned(model=1312,637597cf,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=12)@1.learned(model=1313,a4a40261,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R79	8879	500	0.003	0	2000	32	128	4	400	100	12	432	0	gaz(sims=500,cvisit=400,cscale=100,m=12)@1	1314	1315	1316	1317	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1314.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1315.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1316.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1317.txt	628	726	544	615	21	20	24	22	1.558	1.586	1.700	1.678	71-145	90-126	54-162	78-138	65-151	87-129	53-163	53-163	49	49	49	50	-0.4	-0.1	0.1	0.1	59	68	51	57	learned(model=1314,71dc2c4a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1315,f84ce166,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1316,1375eb3f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1317,a22cce67,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=12)@1.learned(model=1314,71dc2c4a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=12)@1.learned(model=1315,f84ce166,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=12)@1.learned(model=1316,1375eb3f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=12)@1.learned(model=1317,a22cce67,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R80	8880	300	0.03	0.001	500	16	32	8	600	40	16	432	0	gaz(sims=300,cvisit=600,cscale=40)@1	1318	1319	1320	1321	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1318.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1319.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1320.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1321.txt	517	450	531	489	24	27	24	25	0.752	0.863	0.821	0.815	39-177	27-189	53-163	31-185	60-156	54-162	50-166	60-156	41	43	41	44	-1.1	-1.2	-1.0	-1.0	54	46	55	51	learned(model=1318,a5202989,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1319,43638bf8,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1320,99729ef0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1321,641109c9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=40)@1.learned(model=1318,a5202989,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=40)@1.learned(model=1319,43638bf8,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=40)@1.learned(model=1320,99729ef0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=40)@1.learned(model=1321,641109c9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R81	8881	300	0.003	0.0003	2000	32	32	8	400	130	8	432	0	gaz(sims=300,cvisit=400,cscale=130,m=8)@1	1322	1323	1324	1325	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1322.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1323.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1324.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1325.txt	347	550	541	609	31	23	24	22	1.507	0.950	1.056	0.950	25-191	63-153	69-147	79-137	34-182	46-170	37-179	50-166	43	47	47	46	-1.6	-0.8	-0.6	-0.5	33	56	54	62	learned(model=1322,8406d5a6,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1323,c2ada880,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1324,a28a1f87,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1325,4e059a73,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=8)@1.learned(model=1322,8406d5a6,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=8)@1.learned(model=1323,c2ada880,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=8)@1.learned(model=1324,a28a1f87,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=8)@1.learned(model=1325,4e059a73,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R82	8882	400	0.01	0.0003	2000	32	128	8	400	100	16	432	0	gaz(sims=400,cvisit=400,cscale=100)@1	1326	1327	1328	1329	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1326.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1327.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1328.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1329.txt	566	598	544	575	23	22	24	23	1.230	1.196	1.207	1.099	70-146	72-144	67-149	65-151	44-172	53-163	40-176	52-164	47	46	46	42	-0.9	-0.9	-0.4	-0.6	55	58	53	57	learned(model=1326,ce34cb45,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1327,9694d41f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1328,577552c3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1329,9a4e1231,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100)@1.learned(model=1326,ce34cb45,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100)@1.learned(model=1327,9694d41f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100)@1.learned(model=1328,577552c3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100)@1.learned(model=1329,9a4e1231,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R83	8883	500	0.01	0.001	2000	32	8	8	400	70	16	432	0	gaz(sims=500,cvisit=400,cscale=70)@1	1330	1331	1332	1333	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1330.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1331.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1332.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1333.txt	489	383	442	557	25	29	27	23	2.288	1.895	1.397	1.324	37-179	28-188	27-189	42-174	54-162	38-178	52-164	69-147	53	47	50	47	-1.1	-0.4	-0.8	-0.8	44	35	42	54	learned(model=1330,7de97c73,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1331,35adec5a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1332,a0e0e626,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1333,7fc49125,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=70)@1.learned(model=1330,7de97c73,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=70)@1.learned(model=1331,35adec5a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=70)@1.learned(model=1332,a0e0e626,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=70)@1.learned(model=1333,7fc49125,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R84	8884	400	0.003	0.001	2000	32	8	8	1000	130	12	432	0	gaz(sims=400,cvisit=1000,cscale=130,m=12)@1	1334	1335	1336	1337	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1334.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1335.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1336.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1337.txt	373	406	411	378	30	28	28	29	2.726	1.384	1.311	1.448	38-178	32-184	28-188	30-186	26-190	39-177	44-172	35-181	43	46	43	45	-1.1	-0.9	-0.8	-1.0	33	39	40	36	learned(model=1334,3c3db26d,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1335,5abc71a2,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1336,66b3eccc,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1337,3a06c1f0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=130,m=12)@1.learned(model=1334,3c3db26d,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=130,m=12)@1.learned(model=1335,5abc71a2,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=130,m=12)@1.learned(model=1336,66b3eccc,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=130,m=12)@1.learned(model=1337,3a06c1f0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
